id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3446,KCGF,medium_airport,Cuyahoga County Airport,41.56510162,-81.48639679,879,NA,US,US-OH,Cleveland,no,KCGF,CGF,CGF,http://publicworks.cuyahogacounty.us/en-US/County-Airport.aspx,https://en.wikipedia.org/wiki/Cuyahoga_County_Airport,
3447,KCGI,medium_airport,Cape Girardeau Regional Airport,37.2253,-89.570801,342,NA,US,US-MO,Cape Girardeau,yes,KCGI,CGI,CGI,,https://en.wikipedia.org/wiki/Cape_Girardeau_Regional_Airport,
3448,KCHA,medium_airport,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,683,NA,US,US-TN,Chattanooga,yes,KCHA,CHA,CHA,,https://en.wikipedia.org/wiki/Chattanooga_Metropolitan_Airport,
3449,KCHO,medium_airport,Charlottesville Albemarle Airport,38.1385994,-78.45290375,639,NA,US,US-VA,Charlottesville,yes,KCHO,CHO,CHO,,https://en.wikipedia.org/wiki/Charlottesville-Albemarle_Airport,
3450,KCHS,medium_airport,Charleston International Airport,32.898602,-80.040497,46,NA,US,US-SC,Charleston,yes,KCHS,CHS,CHS,,https://en.wikipedia.org/wiki/Charleston_International_Airport,Charleston Air Force Base
3451,KCID,medium_airport,The Eastern Iowa Airport,41.884701,-91.7108,869,NA,US,US-IA,Cedar Rapids,yes,KCID,CID,CID,,https://en.wikipedia.org/wiki/The_Eastern_Iowa_Airport,Cedar Rapids Municipal
3452,KCIU,medium_airport,Chippewa County International Airport,46.25080109,-84.47239685,800,NA,US,US-MI,Sault Ste Marie,yes,KCIU,CIU,CIU,,https://en.wikipedia.org/wiki/Chippewa_County_International_Airport,
3453,KCKB,medium_airport,North Central West Virginia Airport,39.2966,-80.228104,1217,NA,US,US-WV,Bridgeport,yes,KCKB,CKB,CKB,,https://en.wikipedia.org/wiki/Harrison/Marion_Regional_Airport,
3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.4117012,-81.84980011,791,NA,US,US-OH,Cleveland,yes,KCLE,CLE,CLE,http://www.clevelandairport.com/,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,
3455,KCLL,medium_airport,Easterwood Field,30.58860016,-96.36380005,320,NA,US,US-TX,College Station,yes,KCLL,CLL,CLL,,https://en.wikipedia.org/wiki/Easterwood_Airport,
3456,KCLM,medium_airport,William R Fairchild International Airport,48.12020111,-123.5,291,NA,US,US-WA,Port Angeles,yes,KCLM,CLM,CLM,,https://en.wikipedia.org/wiki/William_R._Fairchild_International_Airport,
3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007,-80.94309998,748,NA,US,US-NC,Charlotte,yes,KCLT,CLT,CLT,http://www.charlotteairport.com/,https://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,
19517,KCMA,large_airport,Camarillo International Airport,34.213699,-119.094002,77,NA,US,US-CA,Camarillo,no,KCMA,,CMA,,https://en.wikipedia.org/wiki/Camarillo_Airport,
3458,KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,815,NA,US,US-OH,Columbus,yes,KCMH,CMH,CMH,https://flycolumbus.com/,https://en.wikipedia.org/wiki/Port_Columbus_International_Airport,
3459,KCMI,medium_airport,University of Illinois Willard Airport,40.039819,-88.276249,755,NA,US,US-IL,Savoy,yes,KCMI,CMI,CMI,,https://en.wikipedia.org/wiki/University_of_Illinois_Willard_Airport,"Champaign, Urbana"
3460,KCMX,medium_airport,Houghton County Memorial Airport,47.16839981,-88.4890976,1095,NA,US,US-MI,Hancock,yes,KCMX,CMX,CMX,,https://en.wikipedia.org/wiki/Houghton_County_Memorial_Airport,
3461,KCNM,medium_airport,Cavern City Air Terminal,32.33750153,-104.2630005,3295,NA,US,US-NM,Carlsbad,yes,KCNM,CNM,CNM,,https://en.wikipedia.org/wiki/Cavern_City_Air_Terminal,
19527,KCNU,medium_airport,Chanute Martin Johnson Airport,37.668173,-95.486727,1002,NA,US,US-KS,Chanute,no,KCNU,CNU,CNU,http://www.chanute.org/index.aspx?NID=65,https://en.wikipedia.org/wiki/Chanute_Martin_Johnson_Airport,
19530,KCOD,medium_airport,Yellowstone Regional Airport,44.52019882,-109.0240021,5102,NA,US,US-WY,Cody,no,KCOD,COD,COD,http://www.flyyra.com/,https://en.wikipedia.org/wiki/Yellowstone_Regional_Airport,
19531,KCOE,medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,2320,NA,US,US-ID,Coeur d'Alene,no,KCOE,COE,COE,http://www.cdaairport.com/,https://en.wikipedia.org/wiki/Coeur_d'Alene_Airport,Coeur d'Alene Air Terminal
3462,KCOF,medium_airport,Patrick Space Force Base,28.2349,-80.6101,8,NA,US,US-FL,Cocoa Beach,no,KCOF,COF,COF,http://www.patrick.af.mil/,https://en.wikipedia.org/wiki/Patrick_Air_Force_Base,Naval Air Station Banana River
19534,KCON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,342,NA,US,US-NH,Concord,no,KCON,CON,CON,http://www.concordnh.gov/facilities/facility/details/Concord-Municipal-Airport-31,https://en.wikipedia.org/wiki/Concord_Municipal_Airport,
3463,KCOS,medium_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187,NA,US,US-CO,Colorado Springs,yes,KCOS,COS,COS,https://flycos.coloradosprings.gov/,https://en.wikipedia.org/wiki/Colorado_Springs_Airport,
3464,KCOU,medium_airport,Columbia Regional Airport,38.8181,-92.219597,889,NA,US,US-MO,Columbia,yes,KCOU,COU,COU,,https://en.wikipedia.org/wiki/Columbia_Regional_Airport,
348516,KCPF,medium_airport,Wendell H Ford Airport,37.386666,-83.261666,1256,NA,US,US-KY,Hazard,no,,,CPF,,,
3465,KCPR,medium_airport,Casper-Natrona County International Airport,42.908001,-106.463997,5350,NA,US,US-WY,Casper,yes,KCPR,CPR,CPR,,https://en.wikipedia.org/wiki/Natrona_County_International_Airport,
19549,KCRE,medium_airport,Grand Strand Airport,33.81169891,-78.72389984,32,NA,US,US-SC,North Myrtle Beach,no,KCRE,CRE,CRE,,https://en.wikipedia.org/wiki/Grand_Strand_Airport,
19550,KCRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,41,NA,US,US-FL,Jacksonville,no,KCRG,CRG,CRG,http://www.flyjacksonville.com/content.aspx?id=86,https://en.wikipedia.org/wiki/Jacksonville_Executive_at_Craig_Airport,Craig Municipal Airport
3466,KCRP,medium_airport,Corpus Christi International Airport,27.770399,-97.501198,44,NA,US,US-TX,Corpus Christi,yes,KCRP,CRP,CRP,,https://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,
19552,KCRQ,medium_airport,McClellan-Palomar Airport,33.1283,-117.279999,331,NA,US,US-CA,Carlsbad,no,KCRQ,CLD,CRQ,,https://en.wikipedia.org/wiki/McClellan-Palomar_Airport,
3467,KCRW,medium_airport,Yeager Airport,38.3731,-81.593201,981,NA,US,US-WV,Charleston,yes,KCRW,CRW,CRW,,https://en.wikipedia.org/wiki/Yeager_Airport,
3468,KCSG,medium_airport,Columbus Metropolitan Airport,32.5163002,-84.93890381,397,NA,US,US-GA,Columbus,yes,KCSG,CSG,CSG,,https://en.wikipedia.org/wiki/Columbus_Metropolitan_Airport,
3469,KCSV,medium_airport,Crossville Memorial Whitson Field,35.95130157,-85.08499908,1881,NA,US,US-TN,Crossville,no,KCSV,CSV,CSV,http://www.crossvilletn.gov/index.php/departments/airport,,
3470,KCTB,medium_airport,Cut Bank International Airport,48.608657,-112.378183,3854,NA,US,US-MT,Cut Bank,no,KCTB,CTB,CTB,http://www.cutbankairport.org/,https://en.wikipedia.org/wiki/Cut_Bank_Municipal_Airport,
19564,KCUB,medium_airport,Jim Hamilton L.B. Owens Airport,33.97050095,-80.99520111,193,NA,US,US-SC,Columbia,no,KCUB,CUB,CUB,http://www.columbiasouthcarolina.com/owens.html,https://en.wikipedia.org/wiki/Jim_Hamilton_%E2%80%93_L.B._Owens_Airport,
3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896,NA,US,US-KY,Cincinnati / Covington,yes,KCVG,CVG,CVG,,https://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,
3472,KCVO,medium_airport,Corvallis Municipal Airport,44.49720001,-123.2900009,250,NA,US,US-OR,Corvallis,no,KCVO,CVO,CVO,http://www.corvallisoregon.gov/index.aspx?page=160,https://en.wikipedia.org/wiki/Corvallis_Municipal_Airport,Albany Oregon
3473,KCVS,medium_airport,Cannon Air Force Base,34.382801,-103.321999,4295,NA,US,US-NM,Clovis,no,KCVS,CVS,CVS,http://www.cannon.af.mil/,https://en.wikipedia.org/wiki/Cannon_Air_Force_Base,
19571,KCWA,medium_airport,Central Wisconsin Airport,44.77759933,-89.66680145,1277,NA,US,US-WI,Mosinee,no,KCWA,CWA,CWA,,,
3475,KCXO,medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,245,NA,US,US-TX,Houston,no,KCXO,CXO,CXO,https://web.archive.org/web/20160301220928/http://www.lonestarairport.org:80/,https://en.wikipedia.org/wiki/Lone_Star_Executive_Airport,"Montgomery County Airport, Lone Star Executive Airport"
3476,KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,6159,NA,US,US-WY,Cheyenne,yes,KCYS,,CYS,,https://en.wikipedia.org/wiki/Cheyenne_Regional_Airport,
3477,KDAA,medium_airport,Davison Army Air Field,38.71500015,-77.18099976,73,NA,US,US-VA,Fort Belvoir,no,KDAA,DAA,DAA,,https://en.wikipedia.org/wiki/Davison_Army_Airfield,
3478,KDAB,medium_airport,Daytona Beach International Airport,29.179899,-81.058098,34,NA,US,US-FL,Daytona Beach,yes,KDAB,DAB,DAB,,https://en.wikipedia.org/wiki/Daytona_Beach_International_Airport,
19615,KDAG,medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,1930,NA,US,US-CA,Daggett,no,KDAG,DAG,DAG,,https://en.wikipedia.org/wiki/Barstow-Daggett_Airport,
3479,KDAL,medium_airport,Dallas Love Field,32.847099,-96.851799,487,NA,US,US-TX,Dallas,yes,KDAL,DAL,DAL,http://www.dallas-lovefield.com/,https://en.wikipedia.org/wiki/Dallas_Love_Field,QDF
3480,KDAN,medium_airport,Danville Regional Airport,36.572899,-79.336098,571,NA,US,US-VA,Danville,no,KDAN,DAN,DAN,,,
3481,KDAY,medium_airport,James M Cox Dayton International Airport,39.902401,-84.219398,1009,NA,US,US-OH,Dayton,yes,KDAY,DAY,DAY,,https://en.wikipedia.org/wiki/Dayton_International_Airport,
3482,KDBQ,medium_airport,Dubuque Regional Airport,42.402,-90.709503,1077,NA,US,US-IA,Dubuque,yes,KDBQ,DBQ,DBQ,,https://en.wikipedia.org/wiki/Dubuque_Regional_Airport,
3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15,NA,US,US-DC,Washington,yes,KDCA,DCA,DCA,http://www.flyreagan.com/dca/reagan-national-airport,https://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,WAS
3484,KDDC,medium_airport,Dodge City Regional Airport,37.76340103,-99.96559906,2594,NA,US,US-KS,Dodge City,yes,KDDC,DDC,DDC,,https://en.wikipedia.org/wiki/Dodge_City_Regional_Airport,
3485,KDEC,medium_airport,Decatur Airport,39.83459854,-88.86569977,682,NA,US,US-IL,Decatur,yes,KDEC,DEC,DEC,,https://en.wikipedia.org/wiki/Decatur_Airport,
3486,KDEN,large_airport,Denver International Airport,39.86169815,-104.6729965,5431,NA,US,US-CO,Denver,yes,KDEN,DEN,DEN,http://www.flydenver.com/,https://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX"
3487,KDET,medium_airport,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,626,NA,US,US-MI,Detroit,no,KDET,DET,DET,,https://en.wikipedia.org/wiki/Coleman_A._Young_International_Airport,
3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607,NA,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
3489,KDHN,medium_airport,Dothan Regional Airport,31.32130051,-85.44960022,401,NA,US,US-AL,Dothan,yes,KDHN,DHN,DHN,,https://en.wikipedia.org/wiki/Dothan_Regional_Airport,
19628,KDHT,medium_airport,Dalhart Municipal Airport,36.02259827,-102.5469971,3991,NA,US,US-TX,Dalhart,no,KDHT,DHT,DHT,,https://en.wikipedia.org/wiki/Dalhart_Municipal_Airport,
19630,KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.79740143,-102.802002,2592,NA,US,US-ND,Dickinson,no,KDIK,DIK,DIK,http://dickinsonairport.com/,https://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport,
3490,KDLF,medium_airport,Laughlin Air Force Base,29.359501,-100.778002,1082,NA,US,US-TX,Del Rio,no,KDLF,DLF,DLF,http://www.laughlin.af.mil/,https://en.wikipedia.org/wiki/Laughlin_Air_Force_Base,"Laughlin AFB, Laughlin Field, DLF Airport"
3491,KDLH,medium_airport,Duluth International Airport,46.842098,-92.193604,1428,NA,US,US-MN,Duluth,yes,KDLH,DLH,DLH,http://www.duluthairport.com/,https://en.wikipedia.org/wiki/Duluth_International_Airport,"LKI, Duluth Air National Guard Base, Lakeside AFB"
19640,KDLS,medium_airport,Columbia Gorge Regional Airport,45.620979,-121.170777,247,NA,US,US-OR,Dallesport / The Dalles,no,KDLS,DLS,DLS,http://www.columbiagorgeairport.com/,https://en.wikipedia.org/wiki/Columbia_Gorge_Regional_Airport,The Dalles Municipal Airport
3492,KDMA,medium_airport,Davis Monthan Air Force Base,32.16650009,-110.8830032,2704,NA,US,US-AZ,Tucson,no,KDMA,DMA,DMA,,https://en.wikipedia.org/wiki/Davis-Monthan_Air_Force_Base,
3493,KDMN,medium_airport,Deming Municipal Airport,32.26229858,-107.7210007,4314,NA,US,US-NM,Deming,no,KDMN,DMN,DMN,http://www.cityofdeming.org/deming-community/municipal-airport,https://en.wikipedia.org/wiki/Deming_Municipal_Airport,
19644,KDNL,medium_airport,Daniel Field,33.46649933,-82.03939819,423,NA,US,US-GA,Augusta,no,KDNL,DNL,DNL,http://www.augustaga.gov/index.aspx?NID=486,https://en.wikipedia.org/wiki/Daniel_Field,
3494,KDOV,medium_airport,Dover Air Force Base,39.129501,-75.466003,24,NA,US,US-DE,Dover,no,KDOV,DOV,DOV,http://www.dover.af.mil/,https://en.wikipedia.org/wiki/Dover_Air_Force_Base,"Municipal Airport - Dover Airdrome, Dover Army Airbase, Dover Army Airfield"
19648,KDPA,medium_airport,Dupage Airport,41.90779877,-88.24859619,759,NA,US,US-IL,Chicago/West Chicago,no,KDPA,DPA,DPA,http://www.dupageairport.com/,https://en.wikipedia.org/wiki/DuPage_Airport,
19652,KDRA,medium_airport,Desert Rock Airport,36.6194,-116.032997,3314,NA,US,US-NV,Mercury,no,KDRA,DRA,NV65,,https://en.wikipedia.org/wiki/Desert_Rock_Airport,Formerly DRA
3495,KDRI,medium_airport,Beauregard Regional Airport,30.831699,-93.339897,202,NA,US,US-LA,DeRidder,no,KDRI,DRI,DRI,,https://en.wikipedia.org/wiki/Beauregard_Regional_Airport,"Beauregard Parish, DeRidder Army Air Base"
19655,KDRT,medium_airport,Del Rio International Airport,29.37420082,-100.927002,1002,NA,US,US-TX,Del Rio,no,KDRT,DRT,DRT,http://www.cityofdelrio.com/index.aspx?NID=412,https://en.wikipedia.org/wiki/Del_Rio_International_Airport,
3496,KDSM,medium_airport,Des Moines International Airport,41.534,-93.663101,958,NA,US,US-IA,Des Moines,yes,KDSM,DSM,DSM,,https://en.wikipedia.org/wiki/Des_Moines_International_Airport,
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,645,NA,US,US-MI,Detroit,yes,KDTW,DTW,DTW,http://www.metroairport.com/,https://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,"DTT, Detroit Metro Airport"
19664,KDUG,medium_airport,Bisbee Douglas International Airport,31.46899986,-109.6039963,4154,NA,US,US-AZ,Douglas Bisbee,no,KDUG,DUG,DUG,http://www.azdot.gov/mpd/airport_development/airports/airports_list.asp?FAA=DUG,https://en.wikipedia.org/wiki/Bisbee-Douglas_International_Airport,
3498,KDUJ,medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,1817,NA,US,US-PA,Dubois,yes,KDUJ,DUJ,DUJ,,https://en.wikipedia.org/wiki/DuBois_Regional_Airport,DuBois Jefferson County
3499,KDYS,medium_airport,Dyess Air Force Base,32.420799,-99.854599,1789,NA,US,US-TX,Abilene,no,KDYS,DYS,DYS,http://www.dyess.af.mil/,https://en.wikipedia.org/wiki/Dyess_Air_Force_Base,
19716,KEAR,medium_airport,Kearney Regional Airport,40.727001,-99.006798,2131,NA,US,US-NE,Kearney,yes,KEAR,EAR,EAR,,https://en.wikipedia.org/wiki/Kearney_Municipal_Airport,
19717,KEAT,medium_airport,Pangborn Memorial Airport,47.39889908,-120.2070007,1249,NA,US,US-WA,Wenatchee,no,KEAT,EAT,EAT,http://www.pangbornairport.com/,https://en.wikipedia.org/wiki/Pangborn_Memorial_Airport,
3501,KEAU,medium_airport,Chippewa Valley Regional Airport,44.86579895,-91.48429871,913,NA,US,US-WI,Eau Claire,yes,KEAU,EAU,EAU,,https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport,
3502,KECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,11,NA,US,US-NC,Elizabeth City,no,KECG,ECG,ECG,http://www.ecgairport.com/,https://en.wikipedia.org/wiki/Elizabeth_City_Regional_Airport,
46530,KECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,NA,US,US-FL,Panama City Beach,yes,KECP,ECP,ECP,http://iflybeaches.com,https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,Northwest Florida Beaches International Airport
3503,KEDW,medium_airport,Edwards Air Force Base,34.905399,-117.884003,2312,NA,US,US-CA,Edwards,no,KEDW,EDW,EDW,,https://en.wikipedia.org/wiki/Edwards_Air_Force_Base,
19727,KEED,medium_airport,Needles Airport,34.7663002,-114.6230011,983,NA,US,US-CA,Needles,no,KEED,EED,EED,http://cms.sbcounty.gov/airports/Airports/Needles.aspx,https://en.wikipedia.org/wiki/Needles_Airport,Needles AAF
3504,KEEN,medium_airport,Dillant Hopkins Airport,42.898399,-72.270798,488,NA,US,US-NH,Keene,no,KEEN,EEN,EEN,https://ci.keene.nh.us/keene-dillant-hopkins-airport,https://en.wikipedia.org/wiki/Dillant-Hopkins_Airport,
19729,KEET,medium_airport,Shelby County Airport,33.17699814,-86.78279877,586,NA,US,US-AL,Alabaster,no,KEET,,EET,https://al-shelbycountytourism.civicplus.com/index.aspx?nid=109,https://en.wikipedia.org/wiki/Shelby_County_Airport_(Alabama),21A
19731,KEFD,medium_airport,Ellington Airport,29.6072998,-95.15879822,32,NA,US,US-TX,Houston,no,KEFD,EFD,EFD,,https://en.wikipedia.org/wiki/Ellington_Airport_(Texas),Ellington Field
3505,KEGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548,NA,US,US-CO,Eagle,yes,KEGE,EGE,EGE,http://www.eaglecounty.us/airport/,https://en.wikipedia.org/wiki/Eagle_County_Regional_Airport,
19735,KEGI,medium_airport,Duke Field,30.65040016,-86.52290344,191,NA,US,US-FL,Crestview,no,KEGI,EGI,EGI,http://www.919sow.afrc.af.mil/,https://en.wikipedia.org/wiki/Duke_Field,Eglin AF Auxiliary Number 3
3506,KEKA,medium_airport,Murray Field,40.80339813,-124.112999,7,NA,US,US-CA,Eureka,no,KEKA,EKA,EKA,,https://en.wikipedia.org/wiki/Murray_Field,
3507,KEKN,medium_airport,Elkins-Randolph County Regional Airport,38.889759,-79.857651,1987,NA,US,US-WV,Elkins,no,KEKN,EKN,EKN,http://www.elkinsairport.com/,,
3508,KEKO,medium_airport,Elko Regional Airport,40.82490158,-115.7919998,5140,NA,US,US-NV,Elko,yes,KEKO,EKO,EKO,,https://en.wikipedia.org/wiki/Elko_Regional_Airport,
3509,KELD,medium_airport,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,277,NA,US,US-AR,El Dorado,yes,KELD,ELD,ELD,,https://en.wikipedia.org/wiki/South_Arkansas_Regional_Airport_at_Goodwin_Field,
3510,KELM,medium_airport,Elmira Corning Regional Airport,42.15990067,-76.89160156,954,NA,US,US-NY,Elmira/Corning,yes,KELM,ELM,ELM,,https://en.wikipedia.org/wiki/Elmira-Corning_Regional_Airport,
3511,KELO,medium_airport,Ely Municipal Airport,47.82450104,-91.83070374,1456,NA,US,US-MN,Ely,no,KELO,LYU,ELO,http://www.ely.mn.us/index.asp?Type=B_BASIC&SEC=%7B936B252D-C48B-42BD-B996-37F320A6CFF7%7D,https://en.wikipedia.org/wiki/Ely_Municipal_Airport,
3512,KELP,medium_airport,El Paso International Airport,31.80719948,-106.3779984,3959,NA,US,US-TX,El Paso,yes,KELP,ELP,ELP,,https://en.wikipedia.org/wiki/El_Paso_International_Airport,
19753,KELY,medium_airport,Ely Airport Yelland Field,39.29970169,-114.8420029,6259,NA,US,US-NV,Ely,no,KELY,ELY,ELY,,https://en.wikipedia.org/wiki/Ely_Airport,
3513,KEND,medium_airport,Vance Air Force Base,36.339199,-97.916496,1307,NA,US,US-OK,Enid,no,KEND,END,END,http://www.vance.af.mil/,https://en.wikipedia.org/wiki/Vance_Air_Force_Base,
19760,KENV,medium_airport,Wendover Airport,40.71870041,-114.0309982,4237,NA,US,US-UT,Wendover,no,KENV,ENV,ENV,,https://en.wikipedia.org/wiki/Wendover_Airport,Wendover AFB
3514,KENW,medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,742,NA,US,US-WI,Kenosha,no,KENW,ENW,ENW,http://www.kenosha.org/departments/airport/,https://en.wikipedia.org/wiki/Kenosha_Regional_Airport,
3515,KERI,medium_airport,Erie International Tom Ridge Field,42.083127,-80.173867,732,NA,US,US-PA,Erie,yes,KERI,ERI,ERI,,https://en.wikipedia.org/wiki/Erie_International_Airport,
3516,KESF,medium_airport,Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,112,NA,US,US-LA,Alexandria,no,KESF,ESF,ESF,http://www.alexandria-louisiana.com/esler-field-louisiana.htm,https://en.wikipedia.org/wiki/Esler_Airfield,"Camp Beauregard Army Field, Esler Army Airfield"
3517,KEUG,medium_airport,Mahlon Sweet Field,44.12459946,-123.211998,374,NA,US,US-OR,Eugene,yes,KEUG,EUG,EUG,,https://en.wikipedia.org/wiki/Eugene_Airport,
3518,KEVV,medium_airport,Evansville Regional Airport,38.03699875,-87.53240204,418,NA,US,US-IN,Evansville,yes,KEVV,EVV,EVV,,https://en.wikipedia.org/wiki/Evansville_Regional_Airport,
19782,KEVW,medium_airport,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,7143,NA,US,US-WY,Evanston,no,KEVW,EVW,EVW,,,
3519,KEWB,medium_airport,New Bedford Regional Airport,41.67610168,-70.95690155,80,NA,US,US-MA,New Bedford,yes,KEWB,EWB,EWB,,https://en.wikipedia.org/wiki/New_Bedford_Regional_Airport,
3520,KEWN,medium_airport,Coastal Carolina Regional Airport,35.07300186,-77.04290009,18,NA,US,US-NC,New Bern,yes,KEWN,EWN,EWN,,https://en.wikipedia.org/wiki/Craven_County_Regional_Airport,
3521,KEWR,large_airport,Newark Liberty International Airport,40.692501,-74.168701,18,NA,US,US-NJ,Newark,yes,KEWR,EWR,EWR,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,"Manhattan, New York City, NYC"
3522,KEYW,medium_airport,Key West International Airport,24.556101,-81.759598,3,NA,US,US-FL,Key West,yes,KEYW,EYW,EYW,,https://en.wikipedia.org/wiki/Key_West_International_Airport,
19843,KFAF,medium_airport,Felker Army Air Field,37.1325,-76.608803,12,NA,US,US-VA,Newport News (Fort Eustis),no,KFAF,FAF,FAF,,,
3523,KFAR,medium_airport,Hector International Airport,46.92070007,-96.81580353,902,NA,US,US-ND,Fargo,yes,KFAR,FAR,FAR,http://www.fargoairport.com/,https://en.wikipedia.org/wiki/Hector_International_Airport,"119th Wing, Happy Hooligans"
3524,KFAT,medium_airport,Fresno Yosemite International Airport,36.776199,-119.718002,336,NA,US,US-CA,Fresno,yes,KFAT,FAT,FAT,https://flyfresno.com/,https://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport,
3525,KFAY,medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,189,NA,US,US-NC,Fayetteville,yes,KFAY,FAY,FAY,,https://en.wikipedia.org/wiki/Fayetteville_Regional_Airport,
3526,KFBG,medium_airport,Simmons Army Air Field,35.13180161,-78.93669891,244,NA,US,US-NC,Fort Bragg,no,KFBG,FBG,FBG,,https://en.wikipedia.org/wiki/Simmons_Army_Airfield,
19851,KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,5838,NA,US,US-CO,Fort Carson,no,KFCS,FCS,FCS,,,
19857,KFDY,medium_airport,Findlay Airport,41.01350021,-83.66870117,813,NA,US,US-OH,Findlay,no,KFDY,FDY,FDY,http://www.ci.findlay.oh.us/?id=56,https://en.wikipedia.org/wiki/Findlay_Airport,
3528,KFFO,medium_airport,Wright-Patterson Air Force Base,39.826099,-84.048302,823,NA,US,US-OH,Dayton,no,KFFO,FFO,FFO,http://www.wpafb.af.mil/,https://en.wikipedia.org/wiki/Wright-Patterson_Air_Force_Base,"Wilbur Wright Field, Fairfield Air Depot"
3529,KFHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,4719,NA,US,US-AZ,Fort Huachuca / Sierra Vista,yes,KFHU,FHU,FHU,,https://en.wikipedia.org/wiki/Sierra_Vista_Municipal_Airport,"fort huachuca, sierra vista, libby"
19872,KFKL,medium_airport,Venango Regional Airport,41.37789917,-79.86039734,1540,NA,US,US-PA,Franklin,no,KFKL,FKL,FKL,,https://en.wikipedia.org/wiki/Venango_Regional_Airport,
3530,KFLG,medium_airport,Flagstaff Pulliam International Airport,35.1385,-111.670998,7014,NA,US,US-AZ,Flagstaff,yes,KFLG,FLG,FLG,,https://en.wikipedia.org/wiki/Flagstaff_Pulliam_Airport,
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,NA,US,US-FL,Fort Lauderdale,yes,KFLL,FLL,FLL,http://www.broward.org/airport,https://en.wikipedia.org/wiki/Fort_Lauderdaleâ€“Hollywood_International_Airport,"MFW, South Florida"
3532,KFLO,medium_airport,Florence Regional Airport,34.1853981,-79.72389984,146,NA,US,US-SC,Florence,yes,KFLO,FLO,FLO,,https://en.wikipedia.org/wiki/Florence_Regional_Airport,
3534,KFME,medium_airport,Tipton Airport,39.08539963,-76.75939941,150,NA,US,US-MD,Fort Meade(Odenton),no,KFME,FME,FME,http://tiptonairport.org/,https://en.wikipedia.org/wiki/Tipton_Airport,Fort George G. Meade Army Airfield
19881,KFMN,medium_airport,Four Corners Regional Airport,36.741199,-108.230003,5506,NA,US,US-NM,Farmington,no,KFMN,FMN,FMN,,https://en.wikipedia.org/wiki/Four_Corners_Regional_Airport,
19882,KFMY,medium_airport,Page Field,26.58659935,-81.86329651,17,NA,US,US-FL,Fort Myers,no,KFMY,FMY,FMY,http://www.flylcpa.com/aboutfmy,https://en.wikipedia.org/wiki/Page_Field,
